english,german,label
The influencers are diligent.,Die Einflussnehmer sind fleißig.,1
The influencers are diligent.,Die Einflussnehmerinnen sind fleißig.,1
The influencers are diligent.,Die Einflussnehmenden sind fleißig.,0
The influencers are diligent.,die Einflussnehmer*innen sind fleißig.,0
The influencers are diligent.,die Einflussnehmer:innen sind fleißig.,0
The influencers are intelligent.,Die Einflussnehmer sind intelligent.,1
The influencers are intelligent.,Die Einflussnehmerinnen sind intelligent.,1
The influencers are intelligent.,Die Einflussnehmenden sind intelligent.,0
The influencers are intelligent.,die Einflussnehmer*innen sind intelligent.,0
The influencers are intelligent.,die Einflussnehmer:innen sind intelligent.,0
The influencers are responsible.,Die Einflussnehmer sind verantwortlich.,1
The influencers are responsible.,Die Einflussnehmerinnen sind verantwortlich.,1
The influencers are responsible.,Die Einflussnehmenden sind verantwortlich.,0
The influencers are responsible.,die Einflussnehmer*innen sind verantwortlich.,0
The influencers are responsible.,die Einflussnehmer:innen sind verantwortlich.,0
The director is diligent.,Der Direktor ist fleißig.,1
The director is diligent.,Die Direktorin ist fleißig.,1
The director is diligent.,die Leitung ist fleißig.,0
The director is diligent.,der*die Direktor*in ist fleißig.,0
The director is diligent.,der:die Direktor:in ist fleißig.,0
The director is intelligent.,Der Direktor ist intelligent.,1
The director is intelligent.,Die Direktorin ist intelligent.,1
The director is intelligent.,die Leitung ist intelligent.,0
The director is intelligent.,der*die Direktor*in ist intelligent.,0
The director is intelligent.,der:die Direktor:in ist intelligent.,0
The director is responsible.,Der Direktor ist verantwortlich.,1
The director is responsible.,Die Direktorin ist verantwortlich.,1
The director is responsible.,die Leitung ist verantwortlich.,0
The director is responsible.,der*die Direktor*in ist verantwortlich.,0
The director is responsible.,der:die Direktor:in ist verantwortlich.,0
The directors are diligent.,Die Direktoren sind fleißig.,1
The directors are diligent.,Die Direktorinnen sind fleißig.,1
The directors are diligent.,Die Leitungen sind fleißig.,0
The directors are diligent.,die Direktor*innen sind fleißig.,0
The directors are diligent.,die Direktor:innen sind fleißig.,0
The directors are intelligent.,Die Direktoren sind intelligent.,1
The directors are intelligent.,Die Direktorinnen sind intelligent.,1
The directors are intelligent.,Die Leitungen sind intelligent.,0
The directors are intelligent.,die Direktor*innen sind intelligent.,0
The directors are intelligent.,die Direktor:innen sind intelligent.,0
The directors are responsible.,Die Direktoren sind verantwortlich.,1
The directors are responsible.,Die Direktorinnen sind verantwortlich.,1
The directors are responsible.,Die Leitungen sind verantwortlich.,0
The directors are responsible.,die Direktor*innen sind verantwortlich.,0
The directors are responsible.,die Direktor:innen sind verantwortlich.,0
The prosecutor is diligent.,Der Kläger ist fleißig.,1
The prosecutor is diligent.,Die Klägerin ist fleißig.,1
The prosecutor is diligent.,die klagende Person ist fleißig.,0
The prosecutor is diligent.,der*die Kläger*in ist fleißig.,0
The prosecutor is diligent.,der:die Kläger:in ist fleißig.,0
The prosecutor is intelligent.,Der Kläger ist intelligent.,1
The prosecutor is intelligent.,Die Klägerin ist intelligent.,1
The prosecutor is intelligent.,die klagende Person ist intelligent.,0
The prosecutor is intelligent.,der*die Kläger*in ist intelligent.,0
The prosecutor is intelligent.,der:die Kläger:in ist intelligent.,0
The prosecutor is responsible.,Der Kläger ist verantwortlich.,1
The prosecutor is responsible.,Die Klägerin ist verantwortlich.,1
The prosecutor is responsible.,die klagende Person ist verantwortlich.,0
The prosecutor is responsible.,der*die Kläger*in ist verantwortlich.,0
The prosecutor is responsible.,der:die Kläger:in ist verantwortlich.,0
The prosecutors are diligent.,Die Kläger sind fleißig.,1
The prosecutors are diligent.,Die Klägerinnen sind fleißig.,1
The prosecutors are diligent.,Die klagenden Personen sind fleißig.,0
The prosecutors are diligent.,die Kläger*innen sind fleißig.,0
The prosecutors are diligent.,die Kläger:innen sind fleißig.,0
The prosecutors are intelligent.,Die Kläger sind intelligent.,1
The prosecutors are intelligent.,Die Klägerinnen sind intelligent.,1
The prosecutors are intelligent.,Die klagenden Personen sind intelligent.,0
The prosecutors are intelligent.,die Kläger*innen sind intelligent.,0
The prosecutors are intelligent.,die Kläger:innen sind intelligent.,0
The prosecutors are responsible.,Die Kläger sind verantwortlich.,1
The prosecutors are responsible.,Die Klägerinnen sind verantwortlich.,1
The prosecutors are responsible.,Die klagenden Personen sind verantwortlich.,0
The prosecutors are responsible.,die Kläger*innen sind verantwortlich.,0
The prosecutors are responsible.,die Kläger:innen sind verantwortlich.,0
The xylophone player is diligent.,Der Xylophonspieler ist fleißig.,1
The xylophone player is diligent.,Die Xylophonspielerin ist fleißig.,1
The xylophone player is diligent.,die xylophon spielende Person ist fleißig.,0
The xylophone player is diligent.,der*die Xylophonspieler*in ist fleißig.,0
The xylophone player is diligent.,der:die Xylophonspieler:in ist fleißig.,0
The xylophone player is intelligent.,Der Xylophonspieler ist intelligent.,1
The xylophone player is intelligent.,Die Xylophonspielerin ist intelligent.,1
The xylophone player is intelligent.,die xylophon spielende Person ist intelligent.,0
The xylophone player is intelligent.,der*die Xylophonspieler*in ist intelligent.,0
The xylophone player is intelligent.,der:die Xylophonspieler:in ist intelligent.,0
The xylophone player is responsible.,Der Xylophonspieler ist verantwortlich.,1
The xylophone player is responsible.,Die Xylophonspielerin ist verantwortlich.,1
The xylophone player is responsible.,die xylophon spielende Person ist verantwortlich.,0
The xylophone player is responsible.,der*die Xylophonspieler*in ist verantwortlich.,0
The xylophone player is responsible.,der:die Xylophonspieler:in ist verantwortlich.,0
The xylophone players are diligent.,Die Xylophonspieler sind fleißig.,1
The xylophone players are diligent.,Die Xylophonspielerinnen sind fleißig.,1
The xylophone players are diligent.,Die Xylophon-Spielenden sind fleißig.,0
The xylophone players are diligent.,die Xylophonspieler*innen sind fleißig.,0
The xylophone players are diligent.,die Xylophonspieler:innen sind fleißig.,0
The xylophone players are intelligent.,Die Xylophonspieler sind intelligent.,1
The xylophone players are intelligent.,Die Xylophonspielerinnen sind intelligent.,1
The xylophone players are intelligent.,Die Xylophon-Spielenden sind intelligent.,0
The xylophone players are intelligent.,die Xylophonspieler*innen sind intelligent.,0
The xylophone players are intelligent.,die Xylophonspieler:innen sind intelligent.,0
The xylophone players are responsible.,Die Xylophonspieler sind verantwortlich.,1
The xylophone players are responsible.,Die Xylophonspielerinnen sind verantwortlich.,1
The xylophone players are responsible.,Die Xylophon-Spielenden sind verantwortlich.,0
The xylophone players are responsible.,die Xylophonspieler*innen sind verantwortlich.,0
The xylophone players are responsible.,die Xylophonspieler:innen sind verantwortlich.,0
The custodian is diligent.,Der Hauswart ist fleißig.,1
The custodian is diligent.,Die Hauswartin ist fleißig.,1
The custodian is diligent.,die Hauswartung ist fleißig.,0
The custodian is diligent.,der*die Hauswart*in ist fleißig.,0
The custodian is diligent.,der:die Hauswart:in ist fleißig.,0
The custodian is intelligent.,Der Hauswart ist intelligent.,1
The custodian is intelligent.,Die Hauswartin ist intelligent.,1
The custodian is intelligent.,die Hauswartung ist intelligent.,0
The custodian is intelligent.,der*die Hauswart*in ist intelligent.,0
The custodian is intelligent.,der:die Hauswart:in ist intelligent.,0
The custodian is responsible.,Der Hauswart ist verantwortlich.,1
The custodian is responsible.,Die Hauswartin ist verantwortlich.,1
The custodian is responsible.,die Hauswartung ist verantwortlich.,0
The custodian is responsible.,der*die Hauswart*in ist verantwortlich.,0
The custodian is responsible.,der:die Hauswart:in ist verantwortlich.,0
The custodians are diligent.,Die Hauswarte sind fleißig.,1
The custodians are diligent.,Die Hauswartinnen sind fleißig.,1
The custodians are diligent.,Die Hauswartungen sind fleißig.,0
The custodians are diligent.,die Hauswart*innen sind fleißig.,0
The custodians are diligent.,die Hauswart:innen sind fleißig.,0
The custodians are intelligent.,Die Hauswarte sind intelligent.,1
The custodians are intelligent.,Die Hauswartinnen sind intelligent.,1
The custodians are intelligent.,Die Hauswartungen sind intelligent.,0
The custodians are intelligent.,die Hauswart*innen sind intelligent.,0
The custodians are intelligent.,die Hauswart:innen sind intelligent.,0
The custodians are responsible.,Die Hauswarte sind verantwortlich.,1
The custodians are responsible.,Die Hauswartinnen sind verantwortlich.,1
The custodians are responsible.,Die Hauswartungen sind verantwortlich.,0
The custodians are responsible.,die Hauswart*innen sind verantwortlich.,0
The custodians are responsible.,die Hauswart:innen sind verantwortlich.,0
The performer is diligent.,Der Darsteller ist fleißig.,1
The performer is diligent.,Die Darstellerin ist fleißig.,1
The performer is diligent.,die Rolle ist fleißig.,0
The performer is diligent.,der*die Darsteller*in ist fleißig.,0
The performer is diligent.,der:die Darsteller:in ist fleißig.,0
The performer is intelligent.,Der Darsteller ist intelligent.,1
The performer is intelligent.,Die Darstellerin ist intelligent.,1
The performer is intelligent.,die Rolle ist intelligent.,0
The performer is intelligent.,der*die Darsteller*in ist intelligent.,0
The performer is intelligent.,der:die Darsteller:in ist intelligent.,0
The performer is responsible.,Der Darsteller ist verantwortlich.,1
The performer is responsible.,Die Darstellerin ist verantwortlich.,1
The performer is responsible.,die Rolle ist verantwortlich.,0
The performer is responsible.,der*die Darsteller*in ist verantwortlich.,0
The performer is responsible.,der:die Darsteller:in ist verantwortlich.,0
The performers are diligent.,Die Darsteller sind fleißig.,1
The performers are diligent.,Die Darstellerinnen sind fleißig.,1
The performers are diligent.,Die Rollen sind fleißig.,0
The performers are diligent.,die Darsteller*innen sind fleißig.,0
The performers are diligent.,die Darsteller:innen sind fleißig.,0
The performers are intelligent.,Die Darsteller sind intelligent.,1
The performers are intelligent.,Die Darstellerinnen sind intelligent.,1
The performers are intelligent.,Die Rollen sind intelligent.,0
The performers are intelligent.,die Darsteller*innen sind intelligent.,0
The performers are intelligent.,die Darsteller:innen sind intelligent.,0
The performers are responsible.,Die Darsteller sind verantwortlich.,1
The performers are responsible.,Die Darstellerinnen sind verantwortlich.,1
The performers are responsible.,Die Rollen sind verantwortlich.,0
The performers are responsible.,die Darsteller*innen sind verantwortlich.,0
The performers are responsible.,die Darsteller:innen sind verantwortlich.,0
The trainer is diligent.,Der Ausbilder ist fleißig.,1
The trainer is diligent.,Die Ausbilderin ist fleißig.,1
The trainer is diligent.,der ausbildende Betrieb ist fleißig.,0
The trainer is diligent.,der*die Ausbilder*in ist fleißig.,0
The trainer is diligent.,der:die Ausbilder:in ist fleißig.,0
The trainer is intelligent.,Der Ausbilder ist intelligent.,1
The trainer is intelligent.,Die Ausbilderin ist intelligent.,1
The trainer is intelligent.,der ausbildende Betrieb ist intelligent.,0
The trainer is intelligent.,der*die Ausbilder*in ist intelligent.,0
The trainer is intelligent.,der:die Ausbilder:in ist intelligent.,0
The trainer is responsible.,Der Ausbilder ist verantwortlich.,1
The trainer is responsible.,Die Ausbilderin ist verantwortlich.,1
The trainer is responsible.,der ausbildende Betrieb ist verantwortlich.,0
The trainer is responsible.,der*die Ausbilder*in ist verantwortlich.,0
The trainer is responsible.,der:die Ausbilder:in ist verantwortlich.,0
The trainers are diligent.,Die Ausbilder sind fleißig.,1
The trainers are diligent.,Die Ausbilderinnen sind fleißig.,1
The trainers are diligent.,Die ausbildenden Betriebe sind fleißig.,0
The trainers are diligent.,die Ausbilder*innen sind fleißig.,0
The trainers are diligent.,die Ausbilder:innen sind fleißig.,0
The trainers are intelligent.,Die Ausbilder sind intelligent.,1
The trainers are intelligent.,Die Ausbilderinnen sind intelligent.,1
The trainers are intelligent.,Die ausbildenden Betriebe sind intelligent.,0
The trainers are intelligent.,die Ausbilder*innen sind intelligent.,0
